date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:20:18	108587/108587	---MCZ	200	added ('OK')	text/css	etag:W/%225bef0c66-1a82b%22	https://anerdsworld.com/wp-content/themes/betheme/css/layout.css	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/themes/betheme/css/layout.css	(from https://anerdsworld.com/)
02:20:18	128245/128245	---MCZ	200	added ('OK')	text/css	etag:W/%225bef0c66-1f4f5%22	https://anerdsworld.com/wp-content/themes/betheme/css/shortcodes.css	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/themes/betheme/css/shortcodes.css	(from https://anerdsworld.com/)
02:20:18	58508/58508	---MCZ	200	added ('OK')	text/css	etag:W/%225bef0c66-e48c%22	https://anerdsworld.com/wp-content/themes/betheme/assets/animations/animations.min.css	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/themes/betheme/assets/animations/animations.min.css	(from https://anerdsworld.com/)
02:20:19	19611/19611	---MCZ	200	added ('OK')	text/css	etag:W/%225bef0c66-4c9b%22	https://anerdsworld.com/wp-content/themes/betheme/assets/ui/jquery.ui.all.css	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/themes/betheme/assets/ui/jquery.ui.all.css	(from https://anerdsworld.com/)
02:20:19	18388/18388	---MCZ	200	added ('OK')	text/css	etag:W/%225bef0c66-47d4%22	https://anerdsworld.com/wp-content/themes/betheme/assets/prettyPhoto/prettyPhoto.css	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/themes/betheme/assets/prettyPhoto/prettyPhoto.css	(from https://anerdsworld.com/)
02:20:20	10145/10145	---MCZ	200	added ('OK')	text/css	etag:W/%225bef0c66-27a1%22	https://anerdsworld.com/wp-content/themes/betheme/assets/jplayer/css/jplayer.blue.monday.css	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/themes/betheme/assets/jplayer/css/jplayer.blue.monday.css	(from https://anerdsworld.com/)
02:20:20	61209/61209	---MCZ	200	added ('OK')	text/css	etag:W/%226027199d-ef19%22	https://anerdsworld.com/wp-content/themes/betheme/css/responsive.css	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/themes/betheme/css/responsive.css	(from https://anerdsworld.com/)
02:20:21	778/778	---MC-	200	added ('OK')	text/css	date:Tue,%2011%20Jan%202022%2021:20:27%20GMT	https://fonts.googleapis.com/css?family=Montserrat%3A1%2C300%2C400%2C400italic%2C700&ver=5.8.3	C:/My%20Web%20Sites/webdesignpro-new/fonts.googleapis.com/css1959.css	(from https://anerdsworld.com/)
02:20:23	17365/17365	---MCZ	200	added ('OK')	text/css	etag:W/%226138cfe0-43d5%22	http://anerdsworld.com/wp-content/uploads/pum/pum-site-styles.css?generated=1631113184&ver=1.16.2	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/pum/pum-site-styles15e3.css	(from https://anerdsworld.com/)
02:20:23	484758/484758	---MCZ	200	added ('OK')	text/css	etag:W/%225bbf36d9-76596%22	https://anerdsworld.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css	(from https://anerdsworld.com/)
02:20:23	30611/30611	---MCZ	200	added ('OK')	text/css	etag:W/%225bbf36e4-7793%22	https://anerdsworld.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css	(from https://anerdsworld.com/)
02:20:24	83831/83831	---MCZ	200	added ('OK')	text/css	etag:W/%22619bc7a6-14777%22	https://anerdsworld.com/wp-content/plugins/popup-anything-on-click-pro/assets/css/paoc-public.min.css	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/plugins/popup-anything-on-click-pro/assets/css/paoc-public.min.css	(from https://anerdsworld.com/)
02:20:24	27639/27639	---MCZ	200	added ('OK')	text/css	etag:W/%225bef0e92-6bf7%22	https://anerdsworld.com/wp-content/uploads/smile_fonts/Defaults/Defaults.css	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/smile_fonts/Defaults/Defaults.css	(from https://anerdsworld.com/)
02:20:24	20116/20116	---MCZ	200	added ('OK')	text/css	etag:W/%2260776532-4e94%22	https://anerdsworld.com/wp-content/plugins/profile-builder-pro/assets/css/style-front-end.css	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/plugins/profile-builder-pro/assets/css/style-front-end.css	(from https://anerdsworld.com/)
02:20:25	89521/89521	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260fa7daf-15db1%22	https://anerdsworld.com/wp-includes/js/jquery/jquery.min.js	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-includes/js/jquery/jquery.min.js	(from https://anerdsworld.com/)
02:20:25	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260009987-2bd8%22	https://anerdsworld.com/wp-includes/js/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-includes/js/jquery/jquery-migrate.min.js	(from https://anerdsworld.com/)
02:20:26	20787/20787	---MCZ	200	added ('OK')	application/javascript	etag:W/%22607f352e-5133%22	https://anerdsworld.com/wp-includes/js/jquery/ui/core.min.js	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-includes/js/jquery/ui/core.min.js	(from https://anerdsworld.com/)
02:20:26	3380/3380	---MCZ	200	added ('OK')	application/javascript	etag:W/%226022de80-d34%22	https://anerdsworld.com/wp-includes/js/jquery/ui/mouse.min.js	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-includes/js/jquery/ui/mouse.min.js	(from https://anerdsworld.com/)
02:20:26	7028/7028	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b5b817e-1b74%22	https://anerdsworld.com/wp-content/plugins/formcraft/assets/js/src/fc_modal.js	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/plugins/formcraft/assets/js/src/fc_modal.js	(from https://anerdsworld.com/)
02:20:27	8171/8171	---MCZ	200	added ('OK')	application/javascript	etag:W/%225541d2b8-1feb%22	https://anerdsworld.com/wp-content/plugins/formcraft/assets/js/vendor/tooltip.min.js	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/plugins/formcraft/assets/js/vendor/tooltip.min.js	(from https://anerdsworld.com/)
02:20:27	7136/7136	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b0c629e-1be0%22	https://anerdsworld.com/wp-content/plugins/formcraft/lib/awesomplete.min.js	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/plugins/formcraft/lib/awesomplete.min.js	(from https://anerdsworld.com/)
02:20:28	64429/64429	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bd79db6-fbad%22	https://anerdsworld.com/wp-content/plugins/formcraft/dist/form.min.js	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/plugins/formcraft/dist/form.min.js	(from https://anerdsworld.com/)
02:20:29	141676/141676	---MCZ	200	added ('OK')	application/json	date:Tue,%2011%20Jan%202022%2021:20:35%20GMT	https://anerdsworld.com/wp-json/	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-json/index.html	(from https://anerdsworld.com/)
02:20:30	45085/45085	---MCZ	200	added ('OK')	application/json	date:Tue,%2011%20Jan%202022%2021:20:37%20GMT	https://anerdsworld.com/wp-json/wp/v2/pages/19119	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-json/wp/v2/pages/19119.json	(from https://anerdsworld.com/)
02:20:31	804/804	---MCZ	200	added ('OK')	text/xml	date:Tue,%2011%20Jan%202022%2021:20:37%20GMT	https://anerdsworld.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/xmlrpc0db0.php	(from https://anerdsworld.com/)
02:20:32	1045/1045	---MCZ	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:11%20GMT	https://anerdsworld.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-includes/wlwmanifest.xml	(from https://anerdsworld.com/)
02:20:32	2241/2241	---MCZ	200	added ('OK')	application/json	date:Tue,%2011%20Jan%202022%2021:20:39%20GMT	https://anerdsworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fanerdsworld.com%2F	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-json/oembed/1.0/embedbc69.json	(from https://anerdsworld.com/)
02:20:33	2325/2325	---MCZ	200	added ('OK')	text/xml	date:Tue,%2011%20Jan%202022%2021:20:40%20GMT	https://anerdsworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fanerdsworld.com%2F&format=xml	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-json/oembed/1.0/embed627b	(from https://anerdsworld.com/)
02:20:35	85578/85578	---M-Z	200	added ('OK')	application/javascript	etag:W/%22611feac9-14e4a%22	https://code.jquery.com/jquery-2.2.4.min.js	C:/My%20Web%20Sites/webdesignpro-new/code.jquery.com/jquery-2.2.4.min.js	(from https://anerdsworld.com/)
02:20:36	842/842	---MCZ	200	added ('OK')	application/javascript	etag:W/%22619e730e-34a%22	http://anerdsworld.com/wp-content/uploads/custom-css-js/26803.js?v=471	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/custom-css-js/2680393fc.js	(from https://anerdsworld.com/)
02:20:36	7393/7393	---M--	200	added ('OK')	image/png	etag:%225eda9362-1ce1%22	https://anerdsworld.com/wp-content/uploads/2019/12/nerd_logo_new_white-1-e1591382881547.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2019/12/nerd_logo_new_white-1-e1591382881547.png	(from https://anerdsworld.com/)
02:24:14	214/214	---MC-	200	added ('OK')	text/css	date:Tue,%2011%20Jan%202022%2021:24:20%20GMT	https://fonts.googleapis.com/css?family=Montserrat&display=swap	C:/My%20Web%20Sites/webdesignpro-new/fonts.googleapis.com/css91c3.css	(from https://anerdsworld.com/)
02:24:14	20/20	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:24:20%20GMT	https://to.getnitropack.com/	C:/My%20Web%20Sites/webdesignpro-new/to.getnitropack.com/index.html	(from https://anerdsworld.com/)
02:24:15	3980/3980	---M--	200	added ('OK')	image/png	etag:%22608994c5-f8c%22	https://anerdsworld.com/wp-content/uploads/2021/04/PETER-2-e1619629251275.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2021/04/PETER-2-e1619629251275.png	(from https://anerdsworld.com/)
02:24:16	81870/81870	---M--	200	added ('OK')	image/jpeg	etag:%225f0f7b8a-13fce%22	https://anerdsworld.com/wp-content/uploads/2020/07/homepage-header-e1594847607996-min.jpg?id=28144	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2020/07/homepage-header-e1594847607996-minb7b4.jpg	(from https://anerdsworld.com/)
02:24:18	494359/494359	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:24:23%20GMT	https://anerdsworld.com/toronto-graphic-designers-for-logo-corporate-identity-and-branding	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/toronto-graphic-designers-for-logo-corporate-identity-and-branding.html	(from https://anerdsworld.com/)
02:24:19	316393/316393	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:24:23%20GMT	https://anerdsworld.com/website-design-company-toronto/our-nerds-team/	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/website-design-company-toronto/our-nerds-team/index.html	(from https://anerdsworld.com/)
02:24:20	421966/421966	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:24:24%20GMT	https://anerdsworld.com/toronto-web-design-companyweb-development	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/toronto-web-design-companyweb-development.html	(from https://anerdsworld.com/)
02:24:20	310685/310685	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:24:26%20GMT	https://anerdsworld.com/e-commerce-web-development	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/e-commerce-web-development.html	(from https://anerdsworld.com/)
02:24:21	344515/344515	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:24:26%20GMT	https://anerdsworld.com/seo-toronto	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/seo-toronto.html	(from https://anerdsworld.com/)
02:24:21	292114/292114	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:24:27%20GMT	https://anerdsworld.com/courses	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/courses.html	(from https://anerdsworld.com/)
02:24:22	306143/306143	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:24:28%20GMT	https://anerdsworld.com/million-dollar-sellers-guide	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/million-dollar-sellers-guide.html	(from https://anerdsworld.com/)
02:24:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Jan%202022%2021:24:29%20GMT	https://anerdsworld.com/seo-training	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/seo-training	(from https://anerdsworld.com/)
02:24:24	305029/305029	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:24:29%20GMT	https://anerdsworld.com/ultimate-guide-to-starting-a-web-design-business	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/ultimate-guide-to-starting-a-web-design-business.html	(from https://anerdsworld.com/)
02:24:24	181205/181205	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:24:30%20GMT	https://anerdsworld.com/seo-training/	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/seo-training/index.html	(from https://anerdsworld.com/)
02:24:24	301596/301596	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:24:30%20GMT	https://anerdsworld.com/how-to-sell-seo-services	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/how-to-sell-seo-services.html	(from https://anerdsworld.com/)
02:24:25	285365/285365	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:24:31%20GMT	https://anerdsworld.com/a-la-carte	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/a-la-carte.html	(from https://anerdsworld.com/)
02:24:25	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2011%20Jan%202022%2021:24:32%20GMT	https://anerdsworld.com/courses-selection	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/courses-selection	(from https://anerdsworld.com/)
02:24:41	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Tue,%2011%20Jan%202022%2021:24:48%20GMT	http://www.instagram.com/anerdsworld/	C:/My%20Web%20Sites/webdesignpro-new/www.instagram.com/anerdsworld/index.html	(from https://anerdsworld.com/)
02:24:55	9541/9541	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:24:32%20GMT	https://anerdsworld.com/wp-login.php	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-login.html	(from https://anerdsworld.com/)
02:24:56	301809/301809	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:25:02%20GMT	https://anerdsworld.com/best-toronto-web-design/	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/best-toronto-web-design/index.html	(from https://anerdsworld.com/)
02:24:57	411967/411967	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2021:25:02%20GMT	https://anerdsworld.com/blog-seo-tips-in-toronto/	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/blog-seo-tips-in-toronto/index.html	(from https://anerdsworld.com/)
02:24:57	173364/173364	---M--	200	added ('OK')	image/png	etag:%2260d0e3c6-2a534%22	https://anerdsworld.com/wp-content/uploads/2021/06/real-work-by-real-nerds.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2021/06/real-work-by-real-nerds.png	(from https://anerdsworld.com/)
02:24:57	2879/2879	---M--	200	added ('OK')	image/png	etag:%225eda668f-b3f%22	https://anerdsworld.com/wp-content/uploads/2019/04/toyota-logo-v2-e1591371407753.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2019/04/toyota-logo-v2-e1591371407753.png	(from https://anerdsworld.com/)
02:24:57	2431/2431	---M--	200	added ('OK')	image/png	etag:%225eda66ad-97f%22	https://anerdsworld.com/wp-content/uploads/2019/04/Casino-Woodbine-e1591371437410.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2019/04/Casino-Woodbine-e1591371437410.png	(from https://anerdsworld.com/)
02:24:58	2797/2797	---M--	200	added ('OK')	image/png	etag:%225eda66cb-aed%22	https://anerdsworld.com/wp-content/uploads/2018/09/bnh-1-2-e1591371467125.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2018/09/bnh-1-2-e1591371467125.png	(from https://anerdsworld.com/)
02:24:58	2504/2504	---M--	200	added ('OK')	image/png	etag:%225eda66e9-9c8%22	https://anerdsworld.com/wp-content/uploads/2018/09/seo-uoft-e1591371497432.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2018/09/seo-uoft-e1591371497432.png	(from https://anerdsworld.com/)
02:24:58	1799/1799	---M--	200	added ('OK')	image/png	etag:%225eda6708-707%22	https://anerdsworld.com/wp-content/uploads/2019/04/wu-tang-clan-logo-e1591371528153.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2019/04/wu-tang-clan-logo-e1591371528153.png	(from https://anerdsworld.com/)
02:24:59	3083/3083	---M--	200	added ('OK')	image/png	etag:%225eda6726-c0b%22	https://anerdsworld.com/wp-content/uploads/2018/09/seo-sick-kids-1-e1591371558367.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2018/09/seo-sick-kids-1-e1591371558367.png	(from https://anerdsworld.com/)
02:24:59	2129/2129	---M--	200	added ('OK')	image/png	etag:%225eda6743-851%22	https://anerdsworld.com/wp-content/uploads/2018/09/bnh-1-6-e1591371587748.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2018/09/bnh-1-6-e1591371587748.png	(from https://anerdsworld.com/)
02:24:59	2705/2705	---M--	200	added ('OK')	image/png	etag:%225eda6771-a91%22	https://anerdsworld.com/wp-content/uploads/2018/09/seo-tacc-developments-e1591371633920.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2018/09/seo-tacc-developments-e1591371633920.png	(from https://anerdsworld.com/)
02:25:00	3978/3978	---M--	200	added ('OK')	image/png	etag:%225bef0e68-f8a%22	https://anerdsworld.com/wp-content/uploads/2018/09/seo-st-michaels.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2018/09/seo-st-michaels.png	(from https://anerdsworld.com/)
02:25:00	1219/1219	---M--	200	added ('OK')	image/png	etag:%225eda6793-4c3%22	https://anerdsworld.com/wp-content/uploads/2018/09/bnh-1-5-e1591371667306.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2018/09/bnh-1-5-e1591371667306.png	(from https://anerdsworld.com/)
02:25:01	88603/88603	---M--	200	added ('OK')	image/gif	etag:%225ed6c275-15a1b%22	https://anerdsworld.com/wp-content/uploads/2020/06/about-anerdsworld-toronto.gif	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2020/06/about-anerdsworld-toronto.gif	(from https://anerdsworld.com/)
02:25:01	4165/4165	---M--	200	added ('OK')	image/png	etag:%225e2b6e2d-1045%22	https://anerdsworld.com/wp-content/uploads/2020/01/anw_signatures_grace_chris_small-252x45.png	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2020/01/anw_signatures_grace_chris_small-252x45.png	(from https://anerdsworld.com/)
02:25:01	13840/13840	---M--	200	added ('OK')	image/jpeg	etag:%225ee291d0-3610%22	https://anerdsworld.com/wp-content/uploads/2020/06/Web-development-toronto-7.jpg	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2020/06/Web-development-toronto-7.jpg	(from https://anerdsworld.com/)
02:25:02	17020/17020	---M--	200	added ('OK')	image/jpeg	etag:%225ee2920b-427c%22	https://anerdsworld.com/wp-content/uploads/2020/06/Web-development-toronto-11.jpg	C:/My%20Web%20Sites/webdesignpro-new/anerdsworld.com/wp-content/uploads/2020/06/Web-development-toronto-11.jpg	(from https://anerdsworld.com/)
